contract_id,lane_calc,rating_zone,from_loccode,from_city,from_state,from_zip,from_country,to_loccode,to_city,to_state,to_zip,to_country,scac,service,mode,break_1_field,break_1_min,break_1_max,break_2_field,break_2_min,break_2_max,rate_field,rate_calc,rate,accessorial1_field,accessorial1_calc,accessorial1_rate,total_min,total_max,max_stops,transit_method,transit_value
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,134,134.9999,,,,,Flat,157.37,,,,157.37,157.37,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,135,135.9999,,,,,Flat,158.87,,,,158.87,158.87,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,136,136.9999,,,,,Flat,160.3,,,,160.3,160.3,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,137,137.9999,,,,,Flat,161.81,,,,161.81,161.81,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,138,138.9999,,,,,Flat,163.31,,,,163.31,163.31,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,139,139.9999,,,,,Flat,164.88,,,,164.88,164.88,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,140,140.9999,,,,,Flat,166.41,,,,166.41,166.41,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,141,141.9999,,,,,Flat,167.94,,,,167.94,167.94,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,142,142.9999,,,,,Flat,169.48,,,,169.48,169.48,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,143,143.9999,,,,,Flat,171.02,,,,171.02,171.02,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,144,144.9999,,,,,Flat,172.57,,,,172.57,172.57,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,145,145.9999,,,,,Flat,174.16,,,,174.16,174.16,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,146,146.9999,,,,,Flat,175.69,,,,175.69,175.69,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,147,147.9999,,,,,Flat,177.27,,,,177.27,177.27,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,148,148.9999,,,,,Flat,178.85,,,,178.85,178.85,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,149,149.9999,,,,,Flat,180.43,,,,180.43,180.43,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,150,150.9999,,,,,Flat,182,,,,182,182,1,Service Days,2
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,1,1.9999,,,,,Flat,12.76,,,,12.76,12.76,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,2,2.9999,,,,,Flat,14.05,,,,14.05,14.05,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,3,3.9999,,,,,Flat,14.07,,,,14.07,14.07,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,4,4.9999,,,,,Flat,14.1,,,,14.1,14.1,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,5,5.9999,,,,,Flat,14.25,,,,14.25,14.25,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,6,6.9999,,,,,Flat,14.66,,,,14.66,14.66,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,7,7.9999,,,,,Flat,16.09,,,,16.09,16.09,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,8,8.9999,,,,,Flat,16.49,,,,16.49,16.49,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,9,9.9999,,,,,Flat,16.92,,,,16.92,16.92,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,10,10.9999,,,,,Flat,17.44,,,,17.44,17.44,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,11,11.9999,,,,,Flat,18.07,,,,18.07,18.07,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,12,12.9999,,,,,Flat,18.21,,,,18.21,18.21,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,13,13.9999,,,,,Flat,18.29,,,,18.29,18.29,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,14,14.9999,,,,,Flat,19.1,,,,19.1,19.1,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,15,15.9999,,,,,Flat,19.39,,,,19.39,19.39,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,16,16.9999,,,,,Flat,21.38,,,,21.38,21.38,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,17,17.9999,,,,,Flat,21.55,,,,21.55,21.55,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,18,18.9999,,,,,Flat,21.97,,,,21.97,21.97,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,19,19.9999,,,,,Flat,22.12,,,,22.12,22.12,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,20,20.9999,,,,,Flat,22.83,,,,22.83,22.83,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,21,21.9999,,,,,Flat,25.2,,,,25.2,25.2,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,22,22.9999,,,,,Flat,26.65,,,,26.65,26.65,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,23,23.9999,,,,,Flat,27.51,,,,27.51,27.51,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,24,24.9999,,,,,Flat,28.37,,,,28.37,28.37,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,25,25.9999,,,,,Flat,30.15,,,,30.15,30.15,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,26,26.9999,,,,,Flat,32.08,,,,32.08,32.08,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,27,27.9999,,,,,Flat,33.18,,,,33.18,33.18,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,28,28.9999,,,,,Flat,34.08,,,,34.08,34.08,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,29,29.9999,,,,,Flat,34.92,,,,34.92,34.92,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,30,30.9999,,,,,Flat,35.85,,,,35.85,35.85,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,31,31.9999,,,,,Flat,37.77,,,,37.77,37.77,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,32,32.9999,,,,,Flat,39.92,,,,39.92,39.92,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,33,33.9999,,,,,Flat,42.01,,,,42.01,42.01,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,34,34.9999,,,,,Flat,43.68,,,,43.68,43.68,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,35,35.9999,,,,,Flat,45.1,,,,45.1,45.1,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,36,36.9999,,,,,Flat,46.29,,,,46.29,46.29,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,37,37.9999,,,,,Flat,47.58,,,,47.58,47.58,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,38,38.9999,,,,,Flat,49.04,,,,49.04,49.04,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,39,39.9999,,,,,Flat,50.18,,,,50.18,50.18,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,40,40.9999,,,,,Flat,51.47,,,,51.47,51.47,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,41,41.9999,,,,,Flat,52.41,,,,52.41,52.41,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,42,42.9999,,,,,Flat,53.95,,,,53.95,53.95,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,43,43.9999,,,,,Flat,55.58,,,,55.58,55.58,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,44,44.9999,,,,,Flat,56.27,,,,56.27,56.27,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,45,45.9999,,,,,Flat,56.83,,,,56.83,56.83,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,46,46.9999,,,,,Flat,57.45,,,,57.45,57.45,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,47,47.9999,,,,,Flat,57.96,,,,57.96,57.96,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,48,48.9999,,,,,Flat,58.55,,,,58.55,58.55,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,49,49.9999,,,,,Flat,59,,,,59,59,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,50,50.9999,,,,,Flat,59.39,,,,59.39,59.39,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,51,51.9999,,,,,Flat,59.96,,,,59.96,59.96,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,52,52.9999,,,,,Flat,60.37,,,,60.37,60.37,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,53,53.9999,,,,,Flat,60.75,,,,60.75,60.75,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,54,54.9999,,,,,Flat,61.15,,,,61.15,61.15,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,55,55.9999,,,,,Flat,61.51,,,,61.51,61.51,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,56,56.9999,,,,,Flat,61.84,,,,61.84,61.84,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,57,57.9999,,,,,Flat,62.24,,,,62.24,62.24,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,58,58.9999,,,,,Flat,62.56,,,,62.56,62.56,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,59,59.9999,,,,,Flat,62.92,,,,62.92,62.92,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,60,60.9999,,,,,Flat,63.55,,,,63.55,63.55,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,61,61.9999,,,,,Flat,64.67,,,,64.67,64.67,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,62,62.9999,,,,,Flat,65.47,,,,65.47,65.47,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,63,63.9999,,,,,Flat,66.56,,,,66.56,66.56,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,64,64.9999,,,,,Flat,67.53,,,,67.53,67.53,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,65,65.9999,,,,,Flat,68.43,,,,68.43,68.43,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,66,66.9999,,,,,Flat,69.42,,,,69.42,69.42,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,67,67.9999,,,,,Flat,70.23,,,,70.23,70.23,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,68,68.9999,,,,,Flat,71.07,,,,71.07,71.07,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,69,69.9999,,,,,Flat,71.77,,,,71.77,71.77,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,70,70.9999,,,,,Flat,72.09,,,,72.09,72.09,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,71,71.9999,,,,,Flat,72.48,,,,72.48,72.48,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,72,72.9999,,,,,Flat,73.53,,,,73.53,73.53,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,73,73.9999,,,,,Flat,74.43,,,,74.43,74.43,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,74,74.9999,,,,,Flat,75.52,,,,75.52,75.52,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,75,75.9999,,,,,Flat,75.58,,,,75.58,75.58,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,76,76.9999,,,,,Flat,76.5,,,,76.5,76.5,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,77,77.9999,,,,,Flat,78.25,,,,78.25,78.25,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,78,78.9999,,,,,Flat,79.88,,,,79.88,79.88,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,79,79.9999,,,,,Flat,81.93,,,,81.93,81.93,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,80,80.9999,,,,,Flat,83.82,,,,83.82,83.82,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,81,81.9999,,,,,Flat,85.74,,,,85.74,85.74,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,82,82.9999,,,,,Flat,87.75,,,,87.75,87.75,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,83,83.9999,,,,,Flat,89.62,,,,89.62,89.62,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,84,84.9999,,,,,Flat,91.45,,,,91.45,91.45,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,85,85.9999,,,,,Flat,93.21,,,,93.21,93.21,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,86,86.9999,,,,,Flat,95.11,,,,95.11,95.11,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,87,87.9999,,,,,Flat,97.2,,,,97.2,97.2,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,88,88.9999,,,,,Flat,99.05,,,,99.05,99.05,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,89,89.9999,,,,,Flat,100.92,,,,100.92,100.92,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,90,90.9999,,,,,Flat,102.38,,,,102.38,102.38,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,91,91.9999,,,,,Flat,102.42,,,,102.42,102.42,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,92,92.9999,,,,,Flat,102.44,,,,102.44,102.44,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,93,93.9999,,,,,Flat,103.84,,,,103.84,103.84,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,94,94.9999,,,,,Flat,105.26,,,,105.26,105.26,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,95,95.9999,,,,,Flat,106.86,,,,106.86,106.86,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,96,96.9999,,,,,Flat,108.58,,,,108.58,108.58,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,97,97.9999,,,,,Flat,110.2,,,,110.2,110.2,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,98,98.9999,,,,,Flat,112.27,,,,112.27,112.27,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,99,99.9999,,,,,Flat,114.32,,,,114.32,114.32,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,100,100.9999,,,,,Flat,116.38,,,,116.38,116.38,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,101,101.9999,,,,,Flat,118.47,,,,118.47,118.47,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,102,102.9999,,,,,Flat,119.76,,,,119.76,119.76,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,103,103.9999,,,,,Flat,121.24,,,,121.24,121.24,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,104,104.9999,,,,,Flat,122.62,,,,122.62,122.62,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,105,105.9999,,,,,Flat,123.97,,,,123.97,123.97,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,106,106.9999,,,,,Flat,125.38,,,,125.38,125.38,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,107,107.9999,,,,,Flat,126.74,,,,126.74,126.74,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,108,108.9999,,,,,Flat,128.15,,,,128.15,128.15,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,109,109.9999,,,,,Flat,129.54,,,,129.54,129.54,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,110,110.9999,,,,,Flat,130.96,,,,130.96,130.96,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,111,111.9999,,,,,Flat,132.37,,,,132.37,132.37,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,112,112.9999,,,,,Flat,133.79,,,,133.79,133.79,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,113,113.9999,,,,,Flat,135.22,,,,135.22,135.22,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,114,114.9999,,,,,Flat,136.68,,,,136.68,136.68,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,115,115.9999,,,,,Flat,138.16,,,,138.16,138.16,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,116,116.9999,,,,,Flat,139.55,,,,139.55,139.55,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,117,117.9999,,,,,Flat,140.95,,,,140.95,140.95,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,118,118.9999,,,,,Flat,142.42,,,,142.42,142.42,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,119,119.9999,,,,,Flat,143.81,,,,143.81,143.81,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,120,120.9999,,,,,Flat,145.33,,,,145.33,145.33,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,121,121.9999,,,,,Flat,146.77,,,,146.77,146.77,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,122,122.9999,,,,,Flat,148.2,,,,148.2,148.2,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,123,123.9999,,,,,Flat,149.69,,,,149.69,149.69,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,124,124.9999,,,,,Flat,151.23,,,,151.23,151.23,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,125,125.9999,,,,,Flat,152.67,,,,152.67,152.67,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,126,126.9999,,,,,Flat,154.16,,,,154.16,154.16,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,127,127.9999,,,,,Flat,155.67,,,,155.67,155.67,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,128,128.9999,,,,,Flat,157.14,,,,157.14,157.14,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,129,129.9999,,,,,Flat,158.62,,,,158.62,158.62,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,130,130.9999,,,,,Flat,160.03,,,,160.03,160.03,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,131,131.9999,,,,,Flat,161.63,,,,161.63,161.63,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,132,132.9999,,,,,Flat,163.11,,,,163.11,163.11,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,133,133.9999,,,,,Flat,164.62,,,,164.62,164.62,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,134,134.9999,,,,,Flat,166.19,,,,166.19,166.19,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,135,135.9999,,,,,Flat,167.66,,,,167.66,167.66,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,136,136.9999,,,,,Flat,169.2,,,,169.2,169.2,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,137,137.9999,,,,,Flat,170.76,,,,170.76,170.76,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,138,138.9999,,,,,Flat,172.41,,,,172.41,172.41,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,139,139.9999,,,,,Flat,173.99,,,,173.99,173.99,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,140,140.9999,,,,,Flat,175.56,,,,175.56,175.56,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,141,141.9999,,,,,Flat,177.24,,,,177.24,177.24,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,142,142.9999,,,,,Flat,178.82,,,,178.82,178.82,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,143,143.9999,,,,,Flat,180.46,,,,180.46,180.46,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,144,144.9999,,,,,Flat,182.1,,,,182.1,182.1,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,145,145.9999,,,,,Flat,183.75,,,,183.75,183.75,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,146,146.9999,,,,,Flat,185.34,,,,185.34,185.34,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,147,147.9999,,,,,Flat,187.05,,,,187.05,187.05,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,148,148.9999,,,,,Flat,188.67,,,,188.67,188.67,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,149,149.9999,,,,,Flat,190.31,,,,190.31,190.31,1,Service Days,3
UPSGND,ZONE,4,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,150,150.9999,,,,,Flat,193.4,,,,193.4,193.4,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,1,1.9999,,,,,Flat,13.27,,,,13.27,13.27,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,2,2.9999,,,,,Flat,14.28,,,,14.28,14.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,3,3.9999,,,,,Flat,14.61,,,,14.61,14.61,1,Service Days,3
